i	zi	first_occurence	hsk1	hsk2	hsk3	hsk4	hsk5	hsk6	nhsk1	nhsk2	nhsk3	nhsk4	nhsk5	nhsk6	stront1	weeb1
648	餐	hsk4				餐厅				快餐; 晚餐; 午餐; 西餐; 早餐; 中餐		套餐	餐馆; 餐厅; 餐饮	餐	精致的晚餐	
649	厅	hsk4				餐厅; 客厅							餐厅; 大厅; 客厅; 厅			
650	尝	hsk4				尝		尝试; 品尝					尝; 尝试			
651	江	hsk4				长江						江				
652	厕	hsk4				厕所								厕所	公厕	
653	功	hsk4				成功; 功夫	功能; 用功	功劳; 功效; 急功近利; 气功			成功; 功夫; 功课; 功能					
654	诚	hsk4				诚实	诚恳	诚挚; 忠诚				诚实; 诚信	真诚		诚实	嘴上说不要，身体却很诚实; 少一点套路，多一点真诚
655	乘	hsk4				乘坐		乘					乘; 乘车; 乘客; 乘坐			
656	惊	hsk4				吃惊		惊动; 惊奇; 惊讶; 震惊				吃惊	震惊	惊人; 惊喜	惊讶; 惊悚片	意不意外？惊不惊喜？; 我伙呆
657	烟	hsk4				抽烟		炊烟; 烟花爆竹			烟	抽烟; 吸烟		烟花	放烟花	
658	抽	hsk4				抽烟	抽象; 抽屉					抽; 抽奖; 抽烟			抽象意思	
659	厨	hsk4				厨房							厨房	厨师	厨房	
660	传	hsk4				传真	传染; 传统; 流传; 传播; 传说; 宣传	传达; 传单; 传授; 遗传; 传记			传; 传播; 传来; 传说; 宣传	传统; 流传; 遗传	传达; 传递; 传真	传出; 传媒; 传输; 传言	传说; 传统	传送门
661	窗	hsk4				窗户	窗帘					窗户; 窗台; 窗子	窗帘	窗口	打开窗子; 落地窗; 窗帘	
662	户	hsk4				窗户	账户	家喻户晓; 客户; 用户				窗户; 户	客户; 用户	户外; 账户	客户; 家家户户	
663	粗	hsk4				粗心	粗糙	粗鲁				粗; 粗心			粗鲁; 粗	粗线; 大写加粗; 粗来
664	存	hsk4				存	保存; 存在	储存; 生存			保存; 存; 存在; 生存		存款	储存	生存; 存在	怒刷存在感
665	误	hsk4				错误; 误会	耽误	失误; 误差; 误解			错误	误会	失误; 误解	误		
666	案	hsk4				答案	方案	案件; 案例; 草案; 档案; 图案				答案; 方案; 图案		档案	枪击案	
667	招	hsk4				打招呼; 招聘	招待	招标; 招收				招呼	招生; 招手	招; 招聘	招手; 招待客人; 放大招; 打招呼	招黑体质; 放大招
668	呼	hsk4				打招呼	称呼; 呼吸	呼唤; 呼啸; 呼吁				呼吸; 招呼			打招呼	
669	扮	hsk4				打扮		扮演					扮演; 打扮		打扮; 打扮	
670	扰	hsk4				打扰		干扰; 扰乱; 骚扰					打扰; 干扰; 困扰			
671	印	hsk4				打印; 复印; 印象	印刷			打印	复印; 印象		印刷	打印机; 脚印; 印	印度菜; 印象; 给你留下了...的印象; 让我印象深刻; 印度人; 打印; 打印机; 打印出来	封印
672	折	hsk4				打折		挫折; 曲折; 折腾; 折; 折磨; 周折; 转折				打折; 折				
673	针	hsk4				打针	针对	方针; 指南针				打针; 方针; 针; 针对				
674	概	hsk4				大概	概括; 概念	气概			大概; 概念	概括			大概; 概念	每一个抖腿爱好者的心里.
675	使	hsk4				大使馆; 即使; 使; 使用	促使; 使劲儿	使命; 致使		使用	大使馆; 使	促使; 使劲	即使; 使得	大使	即使...也...; 即使我学一门很简单的语言，也需要很长时间。; 即使...; 天使; 堕落天使	嫉妒使我质壁分离
676	约	hsk4				大约; 节约; 约会		条约; 隐约; 约束; 制约			大约; 节约; 约	约会	签约; 约束; 制约	合约; 预约; 约定	预约; 纽约	约炮
677	戴	hsk4				戴		爱戴				戴			戴口罩; 戴帽子/口罩/手表/围巾/眼镜	
678	刀	hsk4				刀	剪刀				刀		剪刀		一把刀	正在提刀赶来的路上; 寄刀片; 补刀
679	导	hsk4				导游	指导; 导演; 导致; 辅导; 领导	倡导; 导弹; 导航; 导向; 向导; 引导; 主导			导演; 领导; 指导	导游; 导致; 引导	倡导; 向导; 主导		辅导	
680	倒	hsk4				倒	倒霉; 摔倒	倒闭; 颠倒		倒; 倒		倒闭; 倒车; 倒车	倒是; 摔倒			推倒
681	处	hsk4				到处; 好处	处理; 相处	处分; 处境; 处置; 恰到好处		到处; 好处; 坏处	长处; 处理; 短处	处于; 处; 相处	处罚; 处分; 处在; 深处; 远处	办事处; 处处; 处长; 此处; 四处; 用处	大山深处; 好处; 坏处; 处理一些事情	处女脸; 公开处刑; 此处应有掌声
682	底	hsk4				到底; 底	彻底	归根到底			到底; 底下; 年底	彻底; 底; 月底		海底	平底煎锅	刮锅底笑
683	牌	hsk4				登机牌	名牌				金牌; 牌子; 银牌	名牌儿; 牌		车牌; 打牌; 品牌; 铜牌	指示牌; 牌子	厂牌; 不按套路出牌; 翻牌
684	登	hsk4				登机牌	登记	登陆; 登录; 刊登; 攀登				登; 登记; 登录; 登山				
685	低	hsk4				低; 降低		贬低		低		降低	低于	低头; 低温	低调; 最低工资	低分飘过
686	址	hsk4				地址						地址; 网址				
687	掉	hsk4				掉				掉				去掉	掉东西	整段垮掉; 划掉; 整段垮掉; 节操掉了一地
688	丢	hsk4				丢		丢人; 丢三落四					丢		丢垃圾; 给...丢脸	一丢丢
689	堵	hsk4				堵车		堵塞				堵; 堵车				
690	肚	hsk4				肚子						肚子				
691	童	hsk4				儿童		童话				儿童; 童话; 童年				毁童年
692	展	hsk4				发展	展开; 展览	进展; 开展; 施展; 展示; 展望; 展现			发展; 进展; 开展; 展开	扩展	展览; 展示; 展现	参展; 车展	展示; 展示才华; 展示能力	
693	律	hsk4				法律; 律师	规律; 纪律; 一律	旋律				法律; 规律; 纪律; 律师; 一律			《离婚律师》; 自律; 规律; 有规律的生活; 律师; 法律	好看的皮囊千篇一律，有趣的灵魂万里挑一; 好看的皮囊千篇一律，有趣的灵魂万里挑一
694	翻	hsk4				翻译	翻	推翻				翻; 翻译			翻译笔; 翻山越岭; 翻译	翻红; 翻墙; 翻牌
695	译	hsk4				翻译						翻译			翻译笔; 翻译	
696	恼	hsk4				烦恼		恼火							烦恼	
697	烦	hsk4				烦恼; 麻烦	不耐烦				麻烦	烦	不耐烦		烦; 麻烦; 烦恼; 烦躁	
698	反	hsk4				反对; 相反	反而; 反应; 反正; 反复; 反映; 违反	反驳; 反常; 反感; 反抗; 反馈; 反面; 反射; 反思; 反问; 反之			反对; 反复; 反应; 反正	反; 反而; 反映; 相反	违反	反抗; 反问; 反响	高原反应; 反义词; 相反	反向育儿; 反差萌; 反射弧过长; 反转
699	弃	hsk4				放弃		抛弃; 唾弃					放弃		放弃	弃坑
700	暑	hsk4				放暑假						暑假			暑假	
701	松	hsk4				放松; 轻松						放松; 轻松; 松; 松树			放松; 轻松	
702	份	hsk4				份	身份	备份; 股份		份; 月份	身份证	身份			备份; 身份证	今日份
703	富	hsk4				丰富; 富		财富; 富裕			丰富; 富	财富		富人; 富有	表情很丰富; 富裕; 富人; 富二代	
704	丰	hsk4				丰富		丰满; 丰盛; 丰收			丰富		丰收		表情很丰富	
705	则	hsk4				否则	规则; 原则; 则	准则				否则; 规则; 原则			规则	
706	否	hsk4				否则; 是否	否认; 否定	否决			否定; 否认	否则; 是否		能否		
707	合	hsk4				符合; 合格; 合适; 适合	合法; 合理; 合同; 合作; 集合; 结合; 联合; 配合; 综合; 合影; 组合	场合; 凑合; 合并; 合成; 合伙; 合算; 混合; 磨合		合适	场合; 合; 合法; 合格; 合理; 合作; 结合; 联合; 联合国; 配合; 适合; 组合	符合; 合同; 集合; 综合	合并; 合成	合约; 混合; 融合	无伴奏合唱; 合适; 合作; 合法; 适合	一言不合就。。。
708	符	hsk4				符合		符号				符号; 符合			标点符号	
709	款	hsk4				付款	罚款; 贷款	款待; 款式; 条款					存款; 贷款; 罚款; 汇款	捐款; 取款; 取款机		爆款
710	付	hsk4				付款	应付	对付			付; 支付	对付; 付出			付钱; 他已经付钱了。; 对付一个人; 付水电费	付兰兰
711	亲	hsk4				父亲; 母亲; 亲戚	亲爱; 亲切; 亲自	亲密; 亲热			父亲; 母亲; 亲; 亲切; 亲人; 亲自	亲爱; 亲密		亲属; 亲眼	亲自; 亲戚	亲亲抱抱举高高; 亲妈粉; 亲测有效
712	父	hsk4				父亲		祖父			父母; 父亲			父女; 父子; 师父; 祖父		父上大人
713	杂	hsk4				复杂; 杂志		嘈杂; 夹杂; 杂技; 杂交			复杂; 杂志			杂	复杂; 心情很复杂	
714	负	hsk4				负责		抱负; 负担; 辜负; 欺负; 胜负; 正负			负责	负担	负责人; 胜负	负; 欺负	负责; 负责人	负能量
715	责	hsk4				负责; 责任	责备	谴责; 责怪; 指责			负责; 责任		负责人; 指责	职责	负责; 负责人; 责任; 责备; 推卸责任	
716	改	hsk4				改变	改进; 改正; 改革; 改善; 修改	改良		改; 改变	改进; 改造; 修改	改善; 改正	改革	改装	改善生活习惯; 改良一个产品	漫改; 逆天改命
717	赶	hsk4				赶	赶快; 赶紧				赶; 赶到; 赶紧; 赶快			赶不上; 赶忙; 赶上		赶脚; 正在提刀赶来的路上
718	敢	hsk4				敢; 勇敢		不敢当			敢	勇敢	不敢当	敢于	敢	
719	速	hsk4				高速公路; 速度	迅速				高速; 高速公路; 快速; 速度	迅速	加速		高速公路; 速度	
720	膊	hsk4				胳膊										
721	胳	hsk4				胳膊										
722	各	hsk4				各	各自	各抒己见			各; 各地; 各位; 各种; 各自	各个			各种	各种
723	资	hsk4				工资	投资; 资格; 资料; 资金; 资源	物资; 资本; 资产; 资深; 资助			工资; 资格; 资金	投资; 资料; 资源	资本; 资产; 资助	外资	工资; 投资; 最低工资; 资源	劳资
724	够	hsk4				够				不够; 够; 能够	足够				足够	
725	购	hsk4				购物		采购				购买; 购物	采购; 收购		购物; 代购	
726	计	hsk4				估计; 计划	设计; 计算; 会计	共计; 计较; 千方百计; 统计		计划; 计算机	计算; 设计; 预计	会计; 统计	共计; 估计	设计师	旅游计划; 计划; 工作计划; 学习计划; 设计	
727	估	hsk4				估计		评估					估计; 评估			
728	鼓	hsk4				鼓励	鼓掌; 鼓舞	鼓动					鼓; 鼓励; 鼓掌		鼓励	
729	励	hsk4				鼓励		激励; 奖励; 勉励					鼓励; 奖励		曹励嘉; 鼓励; 奖励	
730	挂	hsk4				挂	挂号	悬挂			挂					开挂
731	键	hsk4				关键	键盘						关键; 键; 键盘		关键	键盘侠
732	众	hsk4				观众		群众; 众所周知			观众; 听众	大众	群众; 众多	公众	众创空间; 大众点评app	众人皆醉我独醒; 吃瓜群众; 朝阳群众
733	光	hsk4				光; 阳光	光滑; 光明; 光临; 光盘	曝光; 风光; 观光; 光彩; 光辉; 光芒; 光荣; 目光; 时光; 眼光; 沾光			不光; 光; 光明; 阳光	灯光; 光临; 光盘	风光; 光荣; 光线; 目光; 时光; 眼光	观光; 光辉	观光	高光时刻; 伟光正; 主角光环; 绿光
734	广	hsk4				广播; 广告	广大; 广场; 广泛; 推广	广阔; 见多识广		广场; 广告	广播; 广大; 推广	宽广	广; 广泛	广阔	广萝丽; 时代广场	逃离北上广
735	播	hsk4				广播	播放; 传播	播种; 直播			播出; 播放; 传播; 广播; 直播			播	放一首歌/; 放一部电影/	
736	逛	hsk4				逛						逛			逛街	
737	规	hsk4				规定	规律; 规则; 规矩; 规模	规范; 规格; 规划; 规章; 正规			规定; 规范	大规模; 规律; 规模; 规则	法规; 规划; 违规; 正规	常规; 犯规	规律; 有规律的生活; 规则	
738	际	hsk4				国际; 实际	交际	之际		国际; 实际	实际上	交际				
739	籍	hsk4				国籍		籍贯; 书籍					国籍		籍贯	
740	汁	hsk4				果汁					果汁					迷之=蜜汁
741	程	hsk4				过程	程序; 日程; 程度; 工程师; 课程	里程碑; 启程; 章程; 专程			程度; 工程师; 过程; 课程	程序; 工程		行程	程度; 课程; 编程; 程序员; 过程; 工程师; 日程	全程无尿点
742	洋	hsk4				海洋								海洋; 洋	大洋洲	
743	海	hsk4				海洋	海鲜; 海关	海拔; 海滨; 沿海		大海; 海; 海边	海关	海水; 海鲜		海报; 海底; 海军; 海浪; 海外; 海湾; 海洋; 沿海	海; 海鲜	
744	羞	hsk4				害羞		羞耻							害羞; 羞愧	娇羞
745	寒	hsk4				寒假		寒暄; 严寒				寒假; 寒冷			寒假	
746	汗	hsk4				汗							出汗; 汗		流汗	
747	航	hsk4				航班		导航; 航空; 航天; 航行				航班; 航空		宇航员		
748	码	hsk4				号码; 密码	数码	码头; 起码				号码; 密码; 数码	二维码; 码头; 起码		代码; 输入密码	
749	适	hsk4				合适; 适合; 适应	舒适	适宜		合适	适合; 适应; 适用	舒适		适当	合适; 适合	
750	盒	hsk4				盒子							盒; 盒饭; 盒子			领盒饭
751	厚	hsk4				厚		得天独厚; 浓厚; 深情厚谊; 雄厚				厚; 深厚				
752	悔	hsk4				后悔		悔恨					后悔			
753	互	hsk4				互联网; 互相					互联网; 互相; 相互			互动	互相; 我们要互相学习，互相帮助。; 互相问问题	来啊，互相伤害啊
754	联	hsk4				互联网; 联系	联合	对联; 联欢; 联络; 联盟; 联想			互联网; 联合; 联合国; 联系		联络; 联想	关联; 联盟; 联赛; 联手		
755	疑	hsk4				怀疑	疑问	迟疑; 嫌疑; 疑惑				怀疑; 疑问	无疑			
756	怀	hsk4				怀疑	怀念; 怀孕	关怀; 胸怀				怀念; 怀疑	关怀			情怀
757	忆	hsk4				回忆	记忆						回忆; 记忆		记忆力	回忆杀
758	活	hsk4				活动; 活泼; 生活	干活儿; 活跃; 灵活	复活; 活该; 活力; 快活		干活儿; 活动; 生活	活		活力; 活泼; 快活	活跃; 灵活; 生活费	活动; 复活节; 有规律的生活; 共同生活; 生活; 生活习惯; 生活质量; 改善生活习惯; 生活方式; 参加活动; 生活要有仪式感; 日常生活; 养活; 精致的生活	笑著活下去; 活好不粘人; 活捉一只; 活久见
759	泼	hsk4				活泼		泼					活泼; 泼			
760	获	hsk4				获得	收获	查获				获; 获得; 获奖; 获取; 收获				
761	础	hsk4				基础					基础					
762	基	hsk4				基础	基本	基地; 基金; 基因			基本; 基本上; 基础		基地; 基金	基督教	基督教; 基本上; 军事基地; 基督徒	基佬
763	激	hsk4				激动	冰激凌; 刺激; 感激; 激烈	激发; 激励; 激情				刺激; 激动; 激烈		激情	令人激动; 感激	激情小短片; 鸡冻
764	积	hsk4				积极; 积累	面积	堆积; 体积			积极; 面积; 性	积累	体积			求
765	及	hsk4				及时; 来不及; 来得及	及格; 以及	及早; 力所能及; 迫不及待; 普及; 涉及			及时; 普及	及格; 来不及; 来得及; 以及		涉及	埃及	狗粮猝不及防
766	即	hsk4				即使	立即	即便; 即将; 随即				即将; 立即	即使		即使...也...; 即使我学一门很简单的语言，也需要很长时间。; 即使...	颜即正义
767	寄	hsk4				寄		寄托				寄			寄	寄己; 寄刀片
768	划	hsk4				计划	划	策划; 规划; 划分		计划	划船	划; 划	规划; 划分	策划	旅游计划; 计划; 工作计划; 学习计划	划掉
769	既	hsk4				既然		一如既往				既; 既然				既视感
770	术	hsk4				技术; 艺术	美术; 手术; 学术; 武术	魔术; 战术			技术; 美术; 武术; 艺术	手术; 学术		战术	技术; 艺术家; 艺术; 武术	技术宅
771	技	hsk4				技术		技巧; 杂技			技术; 科技	技巧	技能	高科技	技术; 演技很好	技术宅; 解锁技能; 黑科技; 新技能
772	续	hsk4				继续	持续; 手续; 连续; 陆续	延续			持续; 继续; 连续; 连续剧; 手续	陆续; 延续		手续费	办手续	
773	继	hsk4				继续		继承			继续		继承			
774	具	hsk4				家具	工具; 具备; 玩具; 文具; 具体				工具; 家具; 具体; 具有; 玩具	具备			工具; 文具	
775	油	hsk4				加油站	酱油; 汽油; 油炸	柴油; 石油; 油腻; 油漆		加油; 油	石油	加油站; 汽油		酱油		油腻; 油管; 油菜花
776	价	hsk4				价格	评价; 讨价还价; 价值	代价; 物美价廉			价格; 价钱; 价值; 票价; 评价	高价; 降价; 特价	代价; 价; 物价; 涨价	定价; 房价	评价; 价格	
777	持	hsk4				坚持; 支持	持续; 主持; 保持	持久; 维持			保持; 持续; 坚持; 支持; 主持	维持		持有; 主持人		保持围笑
778	坚	hsk4				坚持	坚强; 坚决	坚定; 坚固; 坚韧; 坚实; 坚硬			坚持; 坚决; 坚强	坚固	坚定			
779	肥	hsk4				减肥	肥皂	肥沃; 化肥				肥; 减肥				肥宅; 土肥圆; 吉米肥伦秀
780	减	hsk4				减肥; 减少						减; 减肥; 减少	减轻			
781	建	hsk4				建议	建设; 建筑; 建立	封建; 修建			建; 建成; 建立; 建设; 建议		建造; 建筑; 修建	重建; 创建; 构建	建议; 建筑; 建	建国后不许成精
782	将	hsk4				将来		即将; 将近; 将军; 将就			将近; 将来	即将	将; 将要	必将; 将军		
783	奖	hsk4				奖金		过奖; 奖励; 奖赏				抽奖; 获奖; 奖; 奖金; 奖学金; 中奖	大奖赛; 奖励		奖励; 奖学金; 奖	
784	金	hsk4				奖金; 现金	黄金; 押金; 金属; 资金	基金; 金融			金; 金牌; 现金; 资金	黄金; 奖金; 奖学金; 美金	基金; 押金	金额; 金钱; 金融; 租金	金色; 旧金山; 奖学金; 金门大桥	氪金; 赛金花; 金主; 金拱门
785	降	hsk4				降低; 降落		降临; 投降				降; 降低; 降价; 降落; 降温; 下降			降落伞	空降
786	落	hsk4				降落	落后	丢三落四; 堕落; 角落; 冷落; 落成; 落实			落后	降落; 落	落; 落实		段落; 降落伞; 落地窗; 堕落; 堕落天使	落水
787	交	hsk4				交; 交流; 交通	交换; 交往; 打交道; 交际; 外交	成交; 交叉; 交代; 交涉; 交易; 立交桥; 杂交		公交车; 交; 交给; 交朋友; 交通	交费; 交警; 交流; 交往; 交易; 外交	交换; 交际; 外交官	成交; 交代	提交	交水电费; 交通; 交流; 交叉; 社交尴尬症; 扩大社交圈	点赞之交
788	流	hsk4				交流; 流利; 流行	流传; 流泪; 轮流	潮流; 川流不息; 流浪; 流露; 流氓; 流通; 一流; 支流; 主流		流; 流利; 流行	交流	潮流; 流传	流动; 流通; 一流	流感; 主流	流汗; 流量; 交流; 主流文化; 流行; 流浪者; 流利	djll; 流量才是王道; 流弊; 流量小生; 流量小花; 清流; 泥石流
789	通	hsk4				交通; 普通话; 通过; 通知	沟通; 通常	畅通; 精通; 卡通; 流通; 通货膨胀; 通俗; 通讯; 通用; 通缉		交通; 普通; 普通话; 通; 通过; 通知	通常; 通信	通知书	沟通; 流通; 通用	不通; 畅通; 开通; 通报; 通道; 通红; 通话; 通行; 通讯	通勤; 沟通; 交通; 通电; 卡通片; 普通	
